original,decoded,is_valid,is_same,smile_accuracy,tanimoto_distance,total_avg_accuracy
Cc1ccc(Nc2ncnc3c2ccn3CC[NH+]2CCOCC2)cc1,Cc1ccc(Nc2ncnc3c2ccn3CC[NH1+]2CCOCC2)cc1,1,0,74.35897436,0,46.06612642
O=C(Oc1ccccc1)c1cccc(N2C(=O)c3cccnc3C2=O)c1,O=C(c1ccccc1)c1cccc(N2C(=O)c3cccnc3C2=O)c1,1,0,30.23255814,0.276595745,46.06612642
CC1CCCC(C[NH2+]C(C)c2ccc(Cl)cc2Cl)C1,OCC1CCCC(C)[NH2+]C(C)c2ccc(Cl)cc2Cl)C1,0,0,19.44444444,1,46.06612642
O=C(CC1CCCC1)N1CCCN(C(=O)NC(c2ccccc2)C2CCC2)CC1,OC(CC1(=)N1OC(=O)NC(c2ccccc2)C2CCC2)CC1,0,0,8.510638298,1,46.06612642
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1CCCCC1)N2,CS(=O)(=ONCCn)Nc1ccc2c(c1)S(=O)(=O)N=C)(C1CCCCC1)N2,0,0,41.30434783,1,46.06612642
OCC1OC([NH+]2C=CCNC2O)C(O)(C2CC2)C1O,OCC1OC([NH+]2C=CCNC2)C(O)(C2CC2)C1O,1,0,58.33333333,0.340425532,46.06612642
C=CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(C(=O)OCc2nnc(C)o2)c1,C=CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)cc(=O)OCc2nnc(C)o2)c1,0,0,63.63636364,1,46.06612642
C[Si](C)OC=C(C(=[N+]=[N-])C(=O)OCc1ccc([N+](=O)[O-])cc1)C(C)(C)C,C[Si](C)OC=C(C(=[N+]=[N-])C(=O))ccc([N+](=O)[O-])cc1)C(C)(C),0,0,56.25,1,46.06612642
CSCCC([NH3+])c1nc(C(=O)NC(Cc2c[nH]c3ccccc23)C(N)=O)co1,CSCCC([NH3+])c1nc(C(=O)NC(Cc2)c[nH]cc3ccccc23))C(N)=O)co1,0,0,62.96296296,1,46.06612642
O=C(Nc1nnc(SCc2ccccc2Cl)s1)c1cccs1,O=C(Nc1nncCC(SCc2Cccccc2Cl)s1)c1cccs1,1,0,47.05882353,0.64,46.06612642
CC(C)CCC(=O)N(CC(=O)[O-])CC(=O)[O-],OC)CCC(=O)N(CC(=O)[O-])CC(=O)[O-],0,0,8.571428571,1,46.06612642
CCSCCC(CCl)c1ccccc1Br,CCSCCC(C)c1ccccc1Br,1,0,57.14285714,0.351351351,46.06612642
N#Cc1cc(CO)ccc1Oc1cncc(F)c1,N#Cc1ccNCCn(COCO)ccc1Oc1cncc(F)c1,1,0,37.03703704,0.626865672,46.06612642
CC(NC(=O)c1cccnc1F)c1cn[nH]c1,CC(NC(=ONCCnc1cccnc1F)c1cn[nH)c1,0,0,34.48275862,1,46.06612642
COCc1c(C(=O)[O-])sc2cccc(F)c12,COCc1c(C(=O(O-])sc2cccc(F)c12,0,0,46.66666667,1,46.06612642
CC1CCCN(C(=O)c2ccccc2NC(=O)C[NH+]2CCC(C(=O)NCC(=O)Nc3cccc(C(=O)NC4CCCCC4C)c3,CC1CCCN(C(=O)cO2NC(=O)C[NH+]2CCC(C(=O)NCC(=O)Nc3cccc(C(=O)NC4CCCCC4C)c3),x,0,23.68421053,-1,46.06612642
COc1ccc(C(O)C2CCN(C)C2=NS(=O)(=O)c2ccc(C)cc2)cc1,COc1ccc(C(O)C2CCNCC)C2=NS(=O)(=O)c2)(C)cc2)cc1,0,0,70.83333333,1,46.06612642
CC(=O)Oc1c2cc(Br)ccc2c(c2ccc(C)o2)c2oc(C)cc12,CC(=O)Oc1c2cc(Br)cccC2Cc(Oc2ccc(C)o2)c2oc(C)cc12,1,0,55.55555556,0.710526316,46.06612642
CC#CC1(O)C(O)C(CO)OC1n1ncc(N)nc1=O,CC#CC1(O)C(O)C(CO)OC1n1ncc()nc1=O,0,0,79.41176471,1,46.06612642
CNC(=O)CSc1ncn[nH]1,CNC(=CO)CSc1ncn[nH]1,1,0,26.31578947,0.368421053,46.06612642
CC(C)(C)OC(=O)c1ccc(c2ccc3nc(C(C(=O)NC4CCNC4=O)S(=O)(=O)Cc4ccccc4)sc3c,CC(C)(C)OC(=O)c1ccc(c2ccc3nc(C(C(=))NC4CCNC4=O)S(=O)(=O)Cc4ccccc4)sc3c,x,0,98.57142857,-1,46.06612642
CC(C)CC(NC(=O)C(CS)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC,CC(C)CC(NC(=O)C(C)NC(=O)C())NC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC,x,0,32.30769231,-1,46.06612642
Cc1cccc(S(=O)(=O)NC(C)(C[NH3+])CC(C)C)c1F,Cc1cccc(S(=O)(=O)NC(C)(C[NH3+])CC(C)C)c1F,1,1,100,0,46.06612642
Cc1ccc2c(c1)c(N=NC(=O)CCNC(=O)c1ccccc1)c(O)n2C,Cc1ccc2c()c1)c(N=NC(=O)CCNC(=O)c1ccccc1)c(O)n2C,0,0,30.43478261,1,46.06612642
COC(=O)c1ccc(NC(=O)C(=O)Nc2c(F)cccc2F)cc1,OOc1ccc(NC(=O)C(=O)Nc2c(F)cccc2)cc1,1,0,21.95121951,0.555555556,46.06612642
CCCNC(=O)NC(C)(CC)CC(C)(C)CC,CCCNC(=O)NC(C)(CCO(C)(C)CC,0,0,67.85714286,1,46.06612642
O=C(COc1ccccc1F)Nc1ccc(F)cc1,O=C(Cccccc1F)Occc(F)cc1,1,0,35.71428571,0.909090909,46.06612642
Clc1cccc(C[NH+]2CCN(c3ncnc4cccc(Cl)c34)CC2)c1,Clc1cccc(CC[NH+]2CCN(c3ncnc4cccc(Cl)c34)CCCC2)c1,1,0,33.33333333,0.254545455,46.06612642
Cc1c(N)cc(S(=O)(=O)NC2CCOC(C)C2)cc1Cl,Cc1c())cc(SOO)(=O)NC2)(C)C2)cc1Cl,0,0,32.43243243,1,46.06612642
CCCC(C)(C[NH2+]C(C)C)C[NH+](Cc1cccs1)C(C)C,CCCC(C)(C[)2+]C(C)C))[NHcCc1cccs1)C(C)C,0,0,28.57142857,1,46.06612642
Cc1cccc(C)c1C(=O)NCC(C)(C)C(N)=S,Cc1cccc(C(=cCC(=OCNCC(C)(C)C(N)=S,0,0,34.375,1,46.06612642
Cc1cccc(NC(=O)C2CCC(C(=O)NC3CC3)CC2)c1,Cc1cccc(NC(=O)C2CCC(CC(=O)NC3CC3CC)CC2)c1,1,0,63.15789474,0.433962264,46.06612642
CC1(C(=O)[O-])CC(=O)C[N+]1(Cc1ccccc1)C(=O)[O-],CC1(C(=O)[O-])CC(=O)C[N)(Cc1ccccc1))O)[O-],0,0,58.69565217,1,46.06612642
C#CCCCCc1ccc2ccccc2c1,C#CCCCCc1ccc2ccccc2c1,1,1,100,0,46.06612642
CC1CC1(Cn1cnc2c(Cl)nc(N)nc21)OC(C(C)C)(C(C)C)P(=O)([O-])[O-],CC1CC1(Cn1cnc2c(Cl)nc(N)nc21)OC(OC(C)C)(C(C)C)P(=O)([O-])[O-],1,0,53.33333333,0.183333333,46.06612642
CCCC(C)NC(=O)C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(F)cc1,CCCC(C)NC(=O)C(Nc1ccc(C(F)(F)F)cc1)c1ccc(F)cc1,1,0,55.31914894,0.254901961,46.06612642
[NH3+]CCC(c1ccccc1)[NH+]1CCCC1,[NH3+]CCC(c1O)[NH+]1C,1,0,40,0.875,46.06612642
Cc1c(N)c(C#N)sc1c1ccc(C(C)(C)C)cc1,Cc1c(N(=(C#N)sc1c1ccc(C(C)()C)cc1,0,0,76.47058824,1,46.06612642
Cc1nc2nc(C(C)(F)F)nn2c(Cl)c1F,Cc1nc((C(C)(F)F)nn2)Cl)c1F,0,0,31.03448276,1,46.06612642
COc1ccc(F)cc1c1ccnc2c1cc(C1(O)CC3(C[NH2+]C3)C1)n2S(=O)(=O)c1ccc(,COc1ccc(F)cc1c1ccnc2c1cc(C)1(O)CC3(C[NH2+])C3)C1)n2S(=O)(=O)c1,x,0,43.75,-1,46.06612642
Cc1nn(CC(=O)NCC2CC2)c(C)c1C=O,Cc1nn(CC(=O)NCC2O2)c(C))1C=O,0,0,58.62068966,1,46.06612642
COC(=O)Nc1ccc(c2cc(C(C[NH2+]CCO)NC(=O)OCc3ccccc3)n[nH]c2=O)cc1,COC(=O)Nc1ccc(c2cc(C(C[NH2+]CCO)NC(=O))OCc3ccccc3)n[nH]c2=O)cc1,0,0,69.35483871,1,46.06612642
COC(=O)c1ccc(O)c(c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,COC(=O)c1ccc(O)c(c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,1,1,100,0,46.06612642
COc1ccc(C(=O)C(C)Br)cc1S(N)(=O)=O,COc1ccc(C(=OC(C)Br)ccCN)(=O)=O,0,0,48.48484848,1,46.06612642
CC(NC(=O)C(C)(C)S(=O)(=O)C1CC1)c1ncn[nH]1,ONC(=O)C(C)(C)S(=O)(=O)C1CC1)c1ncn)]1,0,0,7.317073171,1,46.06612642
CC1SCC(C(O)Cc2cc(F)ccc2Cl)SC1C,CC1SCC((C(O)CcO2cc(F)ccc2Cl)SC1C,0,0,30,1,46.06612642
CC[NH+](CCn1cc(C[NH2+]CC(C)C)nn1)CC(C)C,CC[NH+](CCn1ccC[NH2+]CC(C))nn1)(C)C,0,0,43.58974359,1,46.06612642
CCC(CC)C([NH2+]C)c1ncc(Cl)cc1Cl,CCC(CC)C([NH2+]C)c1nccCCl)cc1),0,0,90.32258065,1,46.06612642
Cc1ncsc1CC[NH2+]Cc1sccc1Br,Cc1ncsc(1CC[NH2+]Cc1Csccc1Br,0,0,34.61538462,1,46.06612642
O=C(Cc1c[nH]c2ccccc12)NC1CCOCC1OCc1ccccn1,C(Cc1c[nH]c2O)NC1CCOCC1OCc1ccccn1,0,0,4.87804878,1,46.06612642
COc1ccccc1CNC(=O)COC(=O)CCNC(=O)c1ccco1,COc1ccccc1CNC(=O)COC(=O)CCNC(=O)c1Occco1,0,0,92.30769231,1,46.06612642
CCC(O)C1CCN(C(=O)c2ccccn2)CC1,CCC(O)C1CCN(C(=O)c2))1,0,0,65.51724138,1,46.06612642
OC1CC2OC(N3CCCC3)=[NH+]C2C(O)C1O,OC12OC(N)3)=[NH+]C2C(O)C1O,0,0,12.5,1,46.06612642
COc1ccc(OCCn2c(CCNC(=O)c3ccccc3Cl)nc3ccccc32)cc1,O(OCCn2cNCCn(=O)c3ccccc3Cl)nc3ccccc32)cc1,0,0,12.5,1,46.06612642
CC(C)(C)OC(=O)NC1CC[NH2+]C1CO,CC(C)(C(=))NC1CC[NH2+]C1CO,0,0,27.5862069,1,46.06612642
Cc1ccc(Cc2ccc(Cl)cc2)nc1C,Cc1ccc(Cc2ccc(Cl)cc2)nc1C,1,1,100,0,46.06612642
O=C(COc1ccc(Cl)cc1)NCCSCc1cccs1,O=C(COc1ccc(O)cc1)NCCSCc1cccs1,1,0,51.61290323,0.170212766,46.06612642
CC1(O)CN(C(=O)c2cc(Br)cnc2Cl)C1,CC1(O)NCCn(C(=O)cCcc(Br)cnc2Cl)C1,0,0,29.03225806,1,46.06612642
COc1cccc(OC)c1c1sc2c(sc(c3c(OC)cccc3OC)c2c2ccccc2)c1c1ccccc1,COc1cccc(OC)c1c1sc2c(sc(c3c(OC)Ccccc3OC)c2c2ccccc2)c1c1ccccc1,1,0,70,0.377777778,46.06612642
CC(C)S(=O)(=O)N(C)CC(C)(C)C[NH3+],CC(C)S(=O)(=O)N(C)CC(C)(C)C[NH3+],1,1,100,0,46.06612642
COc1ccc(C(=O)NC2CCCC2)cc1NC(=O)C1CC[NH+](C(C)C(=O)Nc2cc(C(=O)Nc3ccccc3C),COc1ccc(C(=O)NC2CCCC2)ccC(=O)C1CC[NH+](C(C)C(=O)Nc2cc(C(=Oc3ccccc3C)ccc2,x,0,45.83333333,-1,46.06612642
CC(C)OCC(O)COc1cc(F)cc(CO)c1,CC(C)OCC(OC)OCOc1ccC(F)cc(CO)c1,1,0,42.85714286,0.721311475,46.06612642
FC(F)(F)Oc1ccc(n2cnc(c3ccc(C=NNC(=S)NC4CCCCC4)cc3)n2)cc1,FC(F)(F)OcCccc(n2cnc(c3ccc(c=NNC(=S)NC4CCCCC4)cc))n2)cc1,0,0,94.64285714,1,46.06612642
CCOC(=O)c1ccc(NC(=O)C(=O)NCc2ccc(C=C(C#N)C(=O)NCC(C)C)o2)cc1,CCOC(=O)c1ccc(NC(=O)C(=O)NCc2ccc)=C(C#N)C(=O)CC)C)o2)cc1,0,0,55,1,46.06612642
COc1ccccc1NC(=S)NN=C(C)c1cc(Cl)ccc1Cl,COc1CNC(=(=NN=C(C)c1CCl)ccc1Cl,0,0,27.02702703,1,46.06612642
CC(CO)(CO)[NH2+]C1CCCC1C1CCCC[NH2+]1,CC(CO)(CO(=NH2CC1CCCC1CCCCCC[NH2+]1,0,0,52.77777778,1,46.06612642
COc1ccc(C(C)NC(=O)Nc2ccc3c(c2)C(=O)N(C(C)C)C3=O)cc1,COc1ccc(C(C)NC(=O)Nc2ccc3c(c2)C(=O)N(C(C)C)C3C=O)cc1,1,0,90.19607843,0.366666667,46.06612642
[BH3-]c1cc(F)c(OCCC)c(F)c1,[BH1-]c1cc(F)c(OCCC)c(F)c1,1,0,96.15384615,0.344827586,46.06612642
Cc1ccc(Br)cc1Nc1c(N)cc(N)c(Cl)c1F,Cc1ccc(Br)cc1Nc1c(N)cc(N)c(Cl)c1F,1,1,100,0,46.06612642
COc1cc(C)c(c2nc3ccccc3c(=O)n2N=Cc2cc(Br)c(OCc3cccc([N+](=O)[O-])c3)c([N+](=,COc1cc(C)c(c2nc3C3c(=))n2N=Cc2cc(Br)c(OCc3cccc([N+](=O)[O-])c))c([N+](=,x,0,25.33333333,-1,46.06612642
CC(NS(=O)(=O)c1cc(Br)c(F)cc1N)C1CCOC1,CC(NS(=O)(=O)c1cc(Br)c(F)cc1C)C1CCOC1,1,0,97.2972973,0.204081633,46.06612642
CC(C)c1ccc(CN(C2CC2)S(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)cc1,OC)(ccc(CN(C2CC2)S(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)cc1,0,0,14.28571429,1,46.06612642
CCCCOC(=O)c1ccc(NC(=O)COc2cccc(NC(C)=O)c2)cc1,CCCCOC(=O)c1ccc(NC(=O)COc2cccc(NC(C))c2)1,1,0,80,0.409836066,46.06612642
Cc1cccc(N(Cc2ccc(C(=O)Nc3cccc(Cl)c3Cl)cc2)S(C)(=O)=O)c1,Cc1cccc(N(Cc2ccc(C(=O)Nc3cccc)Cl)c3Cl)cc2)S(C)(=O)=O)c1,0,0,98.18181818,1,46.06612642
O=C1c2ccccc2C(=O)c2c1onc2c1cc(Cl)c(O)cc1O,O=C1c2ccccc2CO)c2c1onc2c1cc))c(O)cc1O,0,0,43.90243902,1,46.06612642
CNC(=O)C(C)NS(=O)(=O)c1cccc(C(=O)[O-])c1,CNC(=CO)C(C)NS(=O)(=O)c1cccc(C(=CO)[O-])c1,1,0,20,0.408163265,46.06612642
CCC(C)c1cc(C)c(c2n[nH]c(COC)n2)cc1C(=O)[O-],CCC(C)c1cc(C)c(c2n[nH]c(COC)n2)C1C(=O)[C-],1,0,72.09302326,0.523809524,46.06612642
CCc1cc2cccc(C)c2nc1SCC(=O)Nc1nc(C)cs1,CCc1cc2cccc(C)Cnc1SCC(=O)Nc1ncOcs1,0,0,40.54054054,1,46.06612642
C=C(C1CC[NH+](Cc2cnc(N)nc2)CC1)[NH+]1CCC(n2c(SC)nc3cc(C)c(F)cc32)CC,C=C(C1CC[CCc2cnc(N)nc2)CC1)[NH+]1CCC(n2c(SC)nc3cc(C)c(F)cc32)CC1,x,0,25.37313433,-1,46.06612642
CCNC(CS(=O)C(C)CC)c1ccccc1OCC,CCNC(CS(=C(=O)C(C)CC)c1ccccc1OCC,0,0,48.27586207,1,46.06612642
CC1=C(Cl)CC(C)(Cl)C(C)=C1Cl,CC1=C(Cl)CC(C)(Cl)C(C)=C1Cl,1,1,100,0,46.06612642
CC(=O)c1ccc(N2CCN(C(=O)C(NC(=O)c3cccc(C)c3)C(C)C)CC2)c(F)c1,CC(=O)c1ccc(N2CCN(C(=O)C(NC(=O)c)C)c3)C(C)C)CC2)c(F)c1,0,0,59.3220339,1,46.06612642
O=C(Nc1ccc(C2CCC(C(=O)[O-])CC2)cc1)c1nnc(Nc2ccccc2OCc2ccccc2)o1,O=C(CNc1ccc(C2CCC(C(=O)[O-])CC2)cc1)c1nnc(Nc2ccccc2OCc2ccccc2)o1,1,0,30.15873016,0.205882353,46.06612642
COc1ccccc1OCC(=O)Nc1ccc(NC2CCCC2)nc1,COc1ccccc1OCC(=O)Nc1ccc(NC2CCCCCc2)nc1,1,0,86.11111111,0.022222222,46.06612642
Cc1sc(C[NH2+]C2CC2)cc1C[NH+]1CC(C)OC(C)(C)C1,Cc1sc(C[NH2+]C2CC2)cc1C[NH+]1CC(C)OC)C)(C)C1,0,0,97.72727273,1,46.06612642
CCCOCCC(NN)c1ccc(Cl)c(OC)c1,CCCOCCC(NN)c1(OCl)c(OC)c1,1,0,48.14814815,0.58490566,46.06612642
Cc1ccc(C)c2sc(N(C)CC(=O)NCC(F)(F)F)nc12,Cc1C(C))2sc(N(C)CC(=O)NCC(F)(F)F)nc12,0,0,17.94871795,1,46.06612642
CCOC(=O)Nc1cccc(OC(=O)c2cc3ccccc3s2)c1,O)Nc1cccc(OC(=O)c2cc3ccccc3s2)c1,0,0,13.15789474,1,46.06612642
Clc1nc(Cl)nc(Sc2nc3ccccc3o2)n1,Clc1nc(Cl)nc(Sc2nc3ccccc3o2)c1,1,0,96.66666667,0.358974359,46.06612642
COc1cccc(NC(=O)CCN(C(C)=O)c2c(F)cccc2F)c1,COc1cccc(NC(=O)CCN(C)O)c2c(Occcc2F)c1,1,0,56.09756098,0.523809524,46.06612642
[NH3+]C(CO)(COc1cccc(F)c1)c1ccccc1,O[NH(3+]C(CO)(COc1ccccC(F)c1)c1ccccc1,0,0,29.41176471,1,46.06612642
CCc1cccc(C)c1c1ccc2c(c1)N1c3nccnc3N(c3ccccc3)C1C(C)(CC)C2(C)CC,CCc1cccc(C)c1c1ccc2c(c1)N1c3nccnc3N(c3ccccc3)C1CC(C)(CC)C2(OC)CC,1,0,80.64516129,0.378378378,46.06612642
NC(=O)C(CCC(=O)[O-])N1Cc2c(OCc3ccc(C[NH+]4CCOCC4)cc3)cccc2C1=O,NC(=O)C(CCC(=O)[O-])N1Cc2c(OCc)ccc(c[)+]4CCOCC4)cc3)cccc2C1=O,0,0,66.12903226,1,46.06612642
CC(CC(F)(F)F)Nc1cncc(C(=O)[O-])n1,CC(CC(F)(F)F)Nc1cncc(C(=C)[O-])n1,1,0,96.96969697,0.243902439,46.06612642
COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C([NH3+])CC(=O)OCc1ccccc1,COC(=O())C(Cc1c[nH]c2ccccc12)NC(=O)C([NH3)+])CC(=O)OCc1ccccc1,0,0,27.5862069,1,46.06612642
Cc1nc2n(n1)CC(N1C(=O)C(C)N(C)C1=O)CC2,Cc1nc2n(n1C(N1C(=O)C(C)N(C)C)O)CC2,0,0,35.13513514,1,46.06612642
O=C(c1ccc([N+](=O)[O-])cc1Cl)N1CC[NH+](Cc2nc(c3ccsc3)no2)CC1,O=C(c1ccc([N+](=O)[O-])cc1Cl)N1CC[NH+](Cc2nc(c3ccsc3)no2)1,1,0,95,0.231884058,46.06612642
C[S+](C)c1ccccc1C(=O)OP(=O)(O)O,C[S+](C)c1ccccc1C(=O)OP(=O)(O)O,1,1,100,0,46.06612642
C[NH2+]CCNc1nc(C)cc(OC)n1,C[C(+]CCNc1ncOC)cc(OC)n1,0,0,16,1,46.06612642
CCC(C)c1ccc(OCc2ccc(C(=O)Nc3ccc(Br)cc3F)o2)cc1,CCC(C)c1cccCOCc2ccc(C)O)Nc3ccc)Br)cc3F)o2)cc1,0,0,52.17391304,1,46.06612642
COc1ccc(OC)c(NC(=O)c2ccc(OC)c(COc3ccccc3OC)c2)c1,COc1ccc(OC)c(NC(=O)c2ccc(OC)Oc(COc3cccccC3OC)c2)c1,1,0,66.66666667,0.613333333,46.06612642
COc1ccc2ccn(CC(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)c2c1,COc1ccc2ccnNCCnCC(=O)Nc3ccc(S(=O)O)Nc4nccs4)cc3)c2c1,0,0,31.37254902,1,46.06612642
CCc1nnc(NS(=O)(=O)c2cc(N)ccc2Cl)s1,CCc1nnc(NS(=O)(=O)c2cc(N)ccc2O)s1,1,0,85.29411765,0.255319149,46.06612642
CCn1cc(C(=O)c2ccncc2Cl)cn1,cc(C(=O))ccncc2Cl)cn1,0,0,7.692307692,1,46.06612642
O=C(Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1)c1ccc(OCC2CCCO2)cc1,O=C(Nc1ccc(S(=OCC)NCc2ccccc2)cc1)c1ccc(OCC2CCCO2)cc1,0,0,42.59259259,1,46.06612642
CCC(CN(CCN(C)C)CC(C)C)[NH2+]C,CCCC(CN(CCN(C)CO)CC(C)C)[NH2+]C,1,0,24.13793103,0.447368421,46.06612642
C=NC(=[NH+]C(N)=CC)C1CC1,C=NC(=[NH+]CCO)C1CC1,1,0,58.33333333,0.545454545,46.06612642
COC(=O)C1CCCN(C(=O)c2cccc(N)c2C)C1,COC(=O)C1CCCN(C(=O)c2cccc(NC)Oc2C)C1,1,0,82.35294118,0.532258065,46.06612642
CC[NH2+]Cc1ccn(c2cncnc2)n1,CC[NH2)ccn(c2cncnc2)n1,0,0,38.46153846,1,46.06612642
Clc1cccc(COCc2cc(Br)cs2)c1,Clc1cccc(COCc2cc(Br))c1,0,0,76.92307692,1,46.06612642
CCC(CNC(=O)c1cn(c2ccccc2)nc1c1cccnc1)c1ccccc1,CCC(CNC(=O(=)c1cn(c2ccccc2)nc1c1cccnc1)c1ccccc1,0,0,53.33333333,1,46.06612642
Cc1cc(Br)c(CCC2(CC(=O)[O-])CCCCC2)s1,Cc11cc(Br))c(CCC2(CC(=O)[O-])CCCCC2)s1,0,0,22.22222222,1,46.06612642
CCc1cccc(CC)c1NC(=O)C(C)Sc1nnc(CS(=O)(=O)c2ccccc2)n1CC,CCc1cccc(CC)c1NC(=O)C(C)Sc1cnnc(CS(=O)(=O)c2ccccc2)n1CC,0,0,61.11111111,1,46.06612642
Cc1ccc(SC=C2OCc3ccccc32)cc1,Cc1ccc(SC=)2OCc3ccccc32)cc1,0,0,96.2962963,1,46.06612642
CCc1nnc(SCc2ccc(Cl)cc2)n1N=Cc1ccccc1OCc1ccccc1,CCc1C(SCc2ccc(Cl)cc2)C1N=Cc1ccccc1OCc1ccccc1,1,0,30.43478261,0.470588235,46.06612642
CCCCCC[n+]1cccc(CN2C(=O)C3C4C=CC(O4)C3C2=O)c1,CCCCCC[n+]1cccc(CN2C(=O)C3C4CcCC(O4)C3C2=O)c1,1,0,97.77777778,0.277777778,46.06612642
CN1CC[NH+](CCc2ccccn2)CC1,CN1CNH+](CCc2ccccn2)CC1,0,0,28,1,46.06612642
COCCCCN(Cc1ccccc1)C(=O)Nc1cccnc1,COCCCCN(Cc1C))O)Nc1cccnc1,0,0,34.375,1,46.06612642
[NH3+]CCCCCCCCCCCCNc1ccccc1,[NHCCCCCCCCCCCCCNc1ccccc1,0,0,62.96296296,1,46.06612642
Cc1ccc(C(=O)NC(c2ccc(F)cc2)c2cccs2)c(=O)[nH]1,O1Cc1)ccc(C(=O)NC(c2ccc(F)cc2)c2cccs2)c(=O)[nH]1,0,0,11.11111111,1,46.06612642
OC1(C[NH2+]Cc2cn[nH]c2c2cccs2)CCOCC1,OC1CC[NH2+]C2cn[nH]c2c2cccs2)CCOCC1,0,0,41.66666667,1,46.06612642
COc1cc(C=C2C(=O)NC(=O)N(c3ccc(C)c(Cl)c3)C2=O)cc(Cl)c1Oc1ccc(C,COc1cc(C=C2C(=O)NC(=O)N(c3)(C)c(Cl))3)C2=O)cc(Cl)c1Oc1ccc(C,x,0,45.90163934,-1,46.06612642
